45001017	0-1 1-4 2-2 3-0 4-5 5-7 6-9 7-10 8-11 9-12 10-12 13-14 13-16 14-19 15-19 16-18 17-20 18-20
45001018	0-1 1-3 2-2 3-0 4-5 5-7 6-11 7-8 8-9 9-10 10-6 12-12 14-12 15-17 16-13 16-14 17-16 18-15 19-18
45001019	0-0 1-0 2-1 4-1 5-3 5-4 6-2 7-2 9-6 10-5 11-8 12-7 14-12 15-10 15-11 16-14 18-13 19-14 20-15
45001020	0-1 1-3 2-0 2-2 3-0 3-2 5-15 6-14 7-12 7-16 8-17 9-18 11-10 13-9 16-7 16-8 17-9 19-6 20-5 21-4 22-10 25-21 25-22 26-23 27-24 29-23 30-24 31-25
45001021	0-0 1-1 3-1 4-1 5-1 6-2 6-3 8-4 9-7 11-6 12-7 13-8 14-9 15-10 16-11 17-12 18-14 18-15 19-12 21-17 22-21 23-20 24-19 24-22 25-18 26-18 27-23
45001022	0-0 1-2 2-1 3-3 4-3 5-3 6-3
45001023	0-0 1-1 2-5 3-4 3-6 4-2 4-3 5-1 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-9 15-8 16-18
45001024	0-0 1-3 1-4 2-1 3-2 5-10 6-9 6-8 7-6 7-7 9-1 10-12 12-13 12-14 13-19 14-17 15-15 15-16 16-20
45001025	0-0 2-0 3-1 4-1 5-4 5-5 6-2 6-3 7-7 7-8 8-9 9-10 10-11 11-12 12-13 12-14 13-15 14-15 15-16 15-17 16-18 17-19 18-20 19-21 20-23 20-24 21-25 22-26 23-27
45001026	0-0 0-1 1-4 1-5 2-2 3-2 4-3 5-8 6-7 8-12 9-14 10-10 10-13 11-15 12-15 13-16 13-17 14-18 15-22 16-23
45001027	0-0 1-3 1-4 3-5 4-7 5-6 5-8 6-9 6-10 7-10 9-11 10-13 10-14 11-11 12-17 14-24 16-19 17-21 18-20 20-22 20-23 21-25 22-30 22-31 23-35 24-34 25-26 26-27 28-28 29-29 30-29
45001028	0-0 1-1 2-3 3-2 4-3 5-6 6-6 7-4 7-5 8-8 11-12 11-13 12-10 13-11 15-15 16-16 17-14 19-18 20-19 20-20 20-21
45001029	0-0 1-0 2-0 3-1 4-2 6-3 8-4 10-5 11-6 12-7 13-8 15-9 17-10 19-11 21-12 22-13
45001030	3-0 5-1 6-1 8-2 10-3 12-4 13-5 14-6 14-7 15-8 16-9 17-10 18-11
45001031	0-0 1-0 3-1 5-2 7-3 8-4
45001032	0-0 2-5 3-5 4-3 4-4 5-1 5-2 6-1 6-2 8-6 9-7 11-7 12-9 12-8 13-10 15-13 16-12 17-11 19-15 20-16 21-17 23-18 25-19 26-20 27-21 28-21 29-22 31-22 33-23 34-24
45002001	0-0 1-5 3-4 4-5 6-1 7-2 8-1 9-2 10-1 13-6 14-6 16-7 17-8 18-9 19-12 20-11 21-14 21-15 22-13 25-18 26-17 27-18 28-18 30-21 31-24 33-24 34-25 36-23 37-20 37-22 38-20 38-22 39-26
45002002	0-1 1-0 2-0 4-2 5-5 5-6 6-3 6-4 7-7 8-9 9-8 10-11 12-12 13-13 14-14 15-15
45002003	0-1 1-0 3-5 5-4 7-6 8-7 9-8 11-9 12-10 13-11 15-12 17-14 18-13 19-15 20-16 21-17 22-18 23-21 23-22 24-19 24-20
45002004	0-0 1-12 2-5 3-3 3-4 4-6 5-7 5-8 6-9 7-10 7-11 8-1 8-2 9-13 10-14 11-14 13-15 14-18 14-19 15-16 15-17 16-23 17-22 18-21
45002005	0-2 0-3 1-5 2-7 3-6 4-8 5-8 6-9 7-10 8-13 9-14 10-17 10-18 11-16 12-16 13-15 14-12
45002006	0-0 3-0 4-1 5-2 6-6 7-4 7-5 8-3 9-7 10-7
45002007	0-0 2-0 3-5 4-4 5-3 6-11 7-6 8-7 9-8 10-9 11-10 13-13 14-12
45002008	0-1 1-0 4-0 6-3 7-5 8-5 9-6 9-7 11-9 12-8 13-10 13-11 16-12 17-13 18-14 19-15
45002009	0-0 1-1 2-2 3-4 4-6 5-5 7-7 8-9 8-10 9-8 10-11 11-12 12-14 14-13 15-15 16-16 17-17
45002010	0-1 1-0 2-2 3-3 4-4 5-5 6-6 8-7 9-8 10-9 12-9 13-10 15-11 16-12 17-14 19-13 20-15 21-16
45002011	0-1 1-5 1-6 2-0 3-3 4-3 5-7
45002012	0-1 1-0 3-0 4-2 5-2 6-3 7-3 8-3 10-7 11-6 12-5 13-5 14-7 15-8 16-9 17-10 19-10 20-12 21-11 22-13 23-13 24-13 26-17 27-16 28-15 29-17 30-18
45002013	0-1 1-0 2-4 3-2 3-3 5-5 6-8 6-10 7-6 8-11 9-12 10-15 11-13 11-14 12-16 13-17
45002014	0-1 1-0 2-2 4-3 5-4 6-5 7-6 9-7 10-11 12-8 13-9 13-10 14-8 17-13 19-16 20-16 21-15 22-14 23-16 25-18 26-17 27-17 28-19
45002015	1-1 4-4 4-5 5-2 5-3 6-6 7-6 8-10 9-9 9-8 10-11 11-12 12-13 13-14 13-15 14-12 15-16 17-19 17-20 18-18 19-21 20-22 21-23 22-24 24-25
45002016	1-1 3-2 4-4 4-5 5-3 6-3 7-9 7-8 8-6 8-7 9-15 10-16 11-14 13-13 14-11 14-12 15-10 16-17
45002017	0-1 1-0 2-2 3-4 4-4 5-3 6-5 7-6 8-7 9-8 10-11 11-9 12-9 13-9
45002018	0-0 1-1 3-2 3-3 4-4 6-8 7-10 7-11 9-5 11-6 12-7 13-7 14-12
45002019	0-1 1-0 2-0 3-4 4-5 5-3 6-6 7-10 8-8 9-7 10-11
45002020	0-1 1-0 2-2 3-4 4-3 5-5 6-6 7-6 8-15 8-16 9-6 10-9 10-10 11-11 12-12 12-13 13-7 13-8 14-17
45002021	0-1 1-0 3-0 4-3 5-2 7-5 8-4 9-6 10-7 11-8 12-9 14-10 15-11 16-11 18-12 19-12 20-13
45002022	0-0 1-1 3-2 4-3 5-3 6-3 8-4 9-4 10-4 11-5 12-6 13-7 14-8 14-9 17-10 18-10 19-10 20-11
45002023	0-0 1-2 2-3 3-4 4-12 5-6 5-7 5-8 5-9 6-10 6-11
45002024	0-1 2-6 3-5 4-3 4-4 5-0 5-2 6-7 7-7 8-9 8-10 9-8 10-11 11-11 12-12 13-13 14-13 15-14
45002025	0-0 1-2 2-3 3-3 5-4 6-6 7-5 8-6 9-7 10-9 11-8 12-12 13-10 13-11 16-16 17-14 17-15 18-18 19-18 20-17 21-19
45002026	0-0 1-1 2-2 2-3 3-8 4-6 4-7 5-4 5-5 6-9 7-10 8-13 9-11 9-12 10-16 11-16 12-15
45002027	0-0 1-4 2-2 2-5 4-6 5-8 6-7 8-1 9-1 10-9 12-10 13-12 14-13 15-14 17-15 17-16 18-17
45002028	0-1 1-0 2-2 3-7 4-6 6-2 8-4 8-5 12-8 13-9 13-15 17-11 17-12 18-14 20-16
45002029	0-0 1-1 5-1 6-3 6-4 8-5 9-6 10-7 12-8 14-9 16-11 18-12 19-13 22-15 24-16 24-17 26-18 27-20 29-21 30-23 30-24 31-25
45003001	0-0 1-2 1-3 3-1 4-4 4-5 6-6 7-7 8-9 8-8 9-10 9-11
45003002	0-0 2-2 3-3 4-4 5-5 5-6 5-8 6-5 6-6 6-8 9-10 10-11 11-11 12-11 15-14 15-15 16-12 16-13 17-12 17-13 18-16
45003003	0-1 1-0 3-3 4-5 5-4 6-4 7-4 8-6 9-7 11-10 12-8 12-9 13-15 14-13 14-14 15-11 15-12 16-15 17-15
45003004	0-0 0-1 1-0 1-1 3-3 4-5 4-6 5-7 6-8 7-10 8-9 9-11 10-12 11-13 12-14 13-15 14-15 15-16 16-16 17-17 18-19 19-19 20-19 21-21 21-22 22-24 24-25 26-26 27-29 28-29 29-27 29-28 30-27 30-28 31-30 32-30
45003005	0-1 1-0 2-4 3-2 3-3 4-7 5-7 6-5 7-6 8-8 9-9 10-10 12-10 14-12 15-12 16-14 16-15 18-13 20-17 21-16 22-17 23-18 23-19 25-23 26-23 27-22 28-21 29-24
45003006	0-0 0-1 1-0 1-1 3-3 4-4 5-6 5-7 7-5 8-5 9-8 9-9
45003007	0-1 1-0 2-4 2-5 3-2 3-3 4-10 5-8 6-9 6-7 7-6 8-10 9-10 10-14 11-12 11-13 12-15 13-16 14-17 15-19 16-17 17-21 18-22
45003008	0-0 2-1 5-2 6-3 7-3 8-3 9-3 10-4 11-5 12-7 13-6 14-8 15-9 16-10 18-11 19-12 19-13 20-14 21-15 23-17 23-18 24-16 27-20 28-21 28-22 29-24 30-23 31-25
45003009	0-0 1-1 4-3 5-3 6-3 8-5 9-6 10-7 11-8 12-8 13-8 14-8 17-14 19-12 19-11 20-12 20-11 21-10 22-12 22-11 23-13 25-17 26-16 27-15 28-18
45003010	0-0 1-1 2-1 3-2 5-3 6-4 8-5 10-6 11-7 12-8
45003011	0-0 1-1 2-2 3-3 4-4 5-5 6-7 8-7 9-8 10-10 10-9 11-11
45003012	0-0 1-1 2-1 3-1 5-2 6-2 7-3 8-3 9-4 10-5 11-6 12-7 14-7 15-8 19-9 21-10 21-11 22-12 23-16 24-16 25-17
45003013	0-4 1-2 1-3 3-1 4-0 6-6 6-7 7-9 8-9 9-10 10-12 11-11 13-16 14-14 14-15 15-13 16-17
45003014	0-0 1-1 1-2 2-6 3-6 4-3 5-4 6-5 7-7
45003015	0-3 1-1 1-2 3-0 4-4 5-5 6-6
45003016	0-0 1-1 2-2 4-6 5-4 5-5 6-7
45003017	0-0 1-2 2-1 3-4 4-3 5-4 6-5
45003018	0-0 1-1 2-3 3-2 4-7 5-5 5-6 6-4 7-8 8-8
45003019	0-1 1-0 2-0 4-2 5-3 7-3 8-4 8-5 9-6 13-11 14-9 14-10 15-7 16-12 17-13 18-15 19-16 20-17 21-18 22-21 23-22 23-23 24-20 25-19 26-24 26-25 27-25 28-26
45003020	0-0 2-4 3-6 4-7 5-5 6-9 7-8 8-5 9-3 10-2 11-10 12-12 13-13 14-11 16-15 17-14 18-16
45003021	0-1 1-0 2-5 3-4 5-7 6-9 6-10 7-11 8-12 8-13 9-7 11-6 12-6 13-2 14-3 15-14
45003022	1-2 2-0 5-4 6-3 7-5 8-6 10-8 14-9 15-10 16-11 17-13 18-12 19-14 21-15 22-16
45003023	0-1 1-0 2-2 3-2 4-2 5-3 6-4 7-7 7-8 8-5 8-6 9-4
45003024	1-0 2-1 3-0 4-3 5-2 5-4 6-6 7-7 8-5 10-8 12-10 13-11 14-12
45003025	0-0 1-2 1-3 2-1 3-1 4-4 5-7 5-9 6-5 7-12 8-11 8-13 10-15 11-16 11-17 13-19 15-20 15-21 16-20 16-21 17-20 17-21 18-23 19-23 20-22 20-24
45003026	0-3 0-4 1-1 1-2 2-5 3-7 3-8 4-10 4-9 5-13 5-14 5-15 10-20 11-20 12-18 12-19 13-21 14-22 15-23 16-24 18-24 20-26 21-27 22-28
45003027	0-0 1-1 3-2 3-3 5-5 6-5 7-5 8-5 9-6 10-8 11-9 12-7 14-12 14-11 17-14 18-15 19-16 20-19 21-18 22-17 23-20
45003028	0-1 1-0 5-4 6-2 7-3 8-3 10-5 11-7 12-6 13-8
45003029	0-0 2-2 2-3 3-4 4-1 7-6 8-8 10-10 11-12 12-13
45003030	0-0 1-2 1-3 3-1 5-4 6-5 7-6 8-8 9-9 10-10 11-12 11-13 12-11
45003031	0-2 1-1 2-0 3-2 4-4 4-5 5-3 7-7 7-8 8-7 8-8 10-10 11-12 12-12 13-11 14-13
45004001	0-0 1-2 2-1 3-2 4-5 4-6 5-4 6-3 7-9 8-8
45004002	0-1 1-0 2-2 3-5 4-4 5-5 6-6 7-7 8-7 9-8 10-9 11-10 12-11 13-13 14-12 15-14
45004003	0-1 1-0 2-2 2-3 3-4 5-5 6-8 7-6 8-10 8-9 10-11 11-12 12-12 13-13 14-15 15-16 16-16
45004004	0-1 1-0 1-2 2-0 2-2 3-5 4-6 5-3 5-4 6-8 8-9 9-11 10-12
45004005	0-1 1-0 2-2 3-3 4-3 6-5 7-4 8-7 10-7 11-8 12-9 12-10 14-11 15-11 16-14 17-12 17-13 18-16 19-17
45004006	0-0 1-1 2-2 3-3 4-4 4-5 5-6 6-7 8-8 9-9 9-10 10-11 11-12 12-13 13-14 14-15
45004007	1-0 2-1 4-1 5-3 5-4 6-2 7-2 8-2 9-5 10-6 11-9 11-8 12-7 13-7
45004008	0-0 2-1 4-2 5-6 6-3 6-4 7-5 8-7 10-8
45004009	0-4 1-2 2-3 3-0 3-1 4-0 4-1 6-6 8-7 9-8 10-10 10-11 12-13 13-15 14-15 15-17 15-18 16-16 17-19 17-20 18-22 19-23 20-23
45004010	0-0 2-1 4-2 6-6 7-6 8-5 9-7 10-9 12-11 13-13 15-14 16-16 17-17
45004011	0-0 1-2 2-2 3-3 4-1 6-5 6-6 6-7 6-8 7-4 9-9 12-11 12-12 13-13 14-14 15-17 16-15 16-16 17-19 18-18 20-20 21-23 22-21 23-24 24-25 25-25 26-33 26-35 27-31 28-26 28-27 29-36
45004012	0-0 5-2 6-1 8-3 10-3 11-4 12-7 14-6 16-8 17-9 18-10 18-11 19-12 20-14 20-17 21-13 23-18 24-20 25-19 26-21 29-16 30-22
45004013	0-1 2-4 2-5 5-15 6-16 7-13 7-14 8-17 10-0 12-6 12-7 13-8 14-11 15-9 15-10 16-3 17-2 18-18 19-19 20-21 20-22 21-20 22-23
45004014	0-1 1-0 2-2 4-2 5-3 6-4 9-5 12-8 12-9 13-7 14-7 15-7 16-10 17-12 17-13 18-11 19-11 20-14
45004015	0-1 1-0 1-2 2-4 3-4 4-3 5-5 6-7 7-6 8-10 9-8 10-9 13-11 15-12 16-13
45004016	0-0 0-1 3-3 4-4 5-5 8-7 9-8 10-9 11-13 11-14 12-11 12-10 13-12 14-15 15-16 15-17 16-18 17-19 18-24 19-20 21-20 22-21 23-22 23-23 25-25 26-26 27-27 29-27 31-30 32-29 33-31 34-32 36-32 37-33 38-36 39-35 40-34
45004017	1-0 2-1 3-1 4-2 6-4 7-5 8-3 9-6 10-6 11-7 12-6 16-12 17-9 19-10 20-11 21-11 23-13 24-15 24-16 25-14 26-14 27-17 28-18 29-19 29-20 29-21 31-22 32-23 33-23 34-24
45004018	1-0 2-4 4-1 5-1 6-2 7-1 10-5 11-7 11-8 12-11 13-12 14-10 16-14 17-15 18-13 19-16 20-16 21-17 22-18 23-21 24-19 24-20 26-18 27-22 28-22
45004019	0-1 1-2 2-2 3-3 3-4 6-5 9-7 10-6 10-8 11-12 12-12 15-16 16-16 17-10 18-15 19-14 20-17 21-18 23-23 24-21 24-22 25-19 25-20 26-19 26-20 27-24
45004020	0-1 1-4 1-5 2-2 2-3 3-7 4-6 5-9 5-8 6-7 8-10 9-11 10-12 10-13 11-14 12-15 13-16 14-17 14-18
45004021	0-0 1-1 2-1 3-1 4-2 6-2 7-3 9-4 10-4 13-5 13-6 14-5 14-6 15-7 16-8 17-9
45004022	0-0 1-4 2-4 3-5 4-7 5-8
45004023	0-2 1-0 2-5 3-4 4-3 5-1 6-1 8-6 9-7 10-8 11-7
45004024	0-0 1-1 2-3 3-2 4-4 5-5 6-7 7-7 8-7 10-9 10-10 11-9 11-10 12-12 14-12 15-19 16-13 17-14 19-17 20-15 20-16 21-20
45004025	0-0 1-1 2-1 3-1 4-5 5-3 5-4 6-2 7-6 9-7 10-11 11-9 11-10 12-8 13-12
45005001	0-0 1-0 2-1 3-0 4-3 5-0 6-0 9-5 10-5 11-4 12-7 12-8 13-6 14-12 15-10 15-11 16-13 17-14 18-9
45005002	0-1 1-0 2-2 3-5 4-7 4-8 5-5 6-3 6-4 7-13 8-11 8-12 10-15 11-16 13-16 15-17 17-18 19-23 19-24 20-21 20-22 21-20 22-25
45005003	0-0 1-1 3-3 4-4 5-6 6-6 7-6 8-5 9-8 9-9 10-10 11-11 12-11 13-11 15-12 16-13 16-14 17-16 18-16 19-15 20-17
45005004	0-1 1-0 1-2 2-3 3-3 5-6 6-5 6-7 7-5 7-7 8-8 9-9
45005005	0-1 1-0 1-2 2-3 3-4 4-4 5-5 6-6 7-10 7-9 8-7 8-8 9-11 10-11 11-15 12-13 12-14 13-18 14-17 15-16 17-19 18-20 19-21 20-20 21-22
45005006	0-1 1-4 2-0 3-3 4-5 5-11 6-2 7-8 8-8 9-10 10-9 11-12
45005007	0-0 1-4 2-5 3-5 5-3 6-2 7-6 8-10 8-9 9-7 10-12 11-11 12-14 13-15 14-16
45005008	0-1 1-7 1-8 2-0 3-2 3-4 4-6 5-5 7-9 8-10 9-15 11-13 12-14 13-11 14-13 15-12 17-18 18-17 19-16 20-19
45005009	0-0 1-2 2-9 3-1 4-4 6-3 7-3 8-3 9-8 10-6 10-7 12-9 13-11 14-10 15-13 15-14 16-15
45005010	0-1 1-0 2-4 5-3 7-3 9-2 11-4 12-4 13-5 13-6 14-6 15-12 16-10 16-11 17-9 17-8 18-7 19-13 20-14 21-15 22-17 23-17 24-21 25-19 25-20 26-18 29-16 30-16 31-16 32-22
45005011	0-0 1-1 3-3 4-4 5-5 7-8 7-9 9-6 10-13 11-11 11-12 12-14 13-15 14-10 16-17 17-16 18-21 19-18 20-21 21-19 21-20 22-21 23-22
45005012	0-0 0-1 2-2 3-4 4-5 5-3 6-6 6-7 7-11 8-9 8-10 10-12 11-14 11-15 12-13 13-16 13-17 15-20 16-24 16-25 17-26 18-26 19-22 20-23 21-21 22-27 23-29 24-30 25-31 26-31 27-31 28-32
45005013	0-1 1-0 2-0 3-2 4-4 5-3 6-6 7-7 8-9 9-8 10-10 11-11 14-14 15-12 16-13 17-15
45005014	0-0 1-2 1-3 2-1 3-5 4-7 5-6 6-10 8-10 9-11 10-12 11-12 12-12 13-14 13-15 14-16 14-17 15-14 15-15 16-18 18-19 19-20 20-22 21-21 23-22 24-23 25-23 26-24
45005015	0-0 1-8 1-9 2-6 3-1 5-2 6-2 7-3 7-4 8-10 9-12 10-11 11-14 11-15 12-13 12-16 13-17 13-18 14-19 15-19 16-20 17-22 18-21 19-22 20-41 21-25 21-26 22-23 22-24 23-27 24-28 24-29 25-34 26-33 26-35 28-36 29-37 31-31 31-32 32-30 33-41 34-41 35-39 35-40 36-38 37-42
45005016	0-1 1-6 1-7 5-2 11-4 12-5 13-3 15-11 16-12 16-9 18-14 19-14 20-16 22-19 23-18 23-20 25-22 26-23 27-25 28-26
45005017	0-1 1-0 2-3 2-4 3-3 3-4 4-2 4-5 5-5 6-6 6-7 7-8 8-8 9-10 9-11 10-9 11-12 12-14 13-13 14-14 15-15 17-15 18-25 19-18 19-19 20-20 21-23 21-24 22-21 22-22 23-16 23-17 25-28 26-27 27-28 28-30 28-31 30-32 31-33 33-29 34-34 35-34
45005018	0-0 1-1 3-2 4-4 5-4 6-5 7-6 8-6 9-7 10-8 11-10 12-11 13-12 14-13 15-15 16-15 17-16 18-16 19-17 20-18 21-19 22-22 23-21 24-23
45005019	0-1 1-0 2-6 3-5 3-7 4-3 4-4 5-2 6-10 6-11 7-9 8-9 9-8 10-12 11-13 12-14 13-18 13-19 14-16 14-17 15-15 16-22 16-23 17-21 18-20 19-24
45005020	0-1 1-0 2-2 3-2 4-3 5-4 6-6 6-7 7-5 8-5 9-8 10-10 11-9 12-12 12-13 13-11 14-11 15-11 18-16 18-17 19-15 20-15 21-15 22-18
45005021	0-0 1-1 2-3 2-4 3-2 4-2 5-6 5-7 6-8 7-9 8-11 8-12 9-13 10-15 11-14 12-18 13-17 14-20 15-21 17-24 18-22 18-23 20-19 21-25
45006001	0-0 1-1 2-2 4-4 5-4 6-4 7-5 7-6 8-7 9-8 10-9 10-10 11-11 12-11
45006002	0-0 0-1 1-0 1-1 3-3 5-3 6-4 7-4 8-4 9-5 9-6 10-7 11-8 12-10 13-9 14-10 15-12
45006003	0-0 1-1 2-1 4-2 5-4 6-4 8-4 9-5 10-5 11-7 12-8 13-9 14-14 15-13 16-11 16-12 17-14
45006004	0-1 1-0 2-1 3-0 4-2 5-2 6-0 7-4 7-5 8-3 9-7 9-8 10-9 11-10 12-11 13-13 14-12 15-15 16-19 16-20 17-17 17-18 18-16 19-21 20-22 21-28 22-24 23-26 24-27 25-28 26-29
45006005	0-1 1-0 2-3 3-3 4-8 5-8 6-2 7-4 7-5 8-6 8-7 11-14 12-10 13-11 15-12 15-13 16-15
45006006	0-1 1-1 2-0 4-2 5-5 6-4 7-3 7-6 8-7 10-7 11-7 12-8 13-9 14-13 14-14 15-11 15-12 16-10 19-16 19-18 20-17 21-20 21-21 22-16 22-18 23-22
45006007	0-1 1-0 2-2 3-2 5-3 6-3 7-3 8-4 9-5 9-6 10-7
45006008	0-1 1-0 2-2 3-2 4-4 5-3 8-6 9-6 10-9 11-8 12-9 13-10 14-9 15-11
45006009	0-0 2-1 3-2 5-3 6-3 7-5 8-3 10-6 11-6 12-7 13-8 14-9 15-11 16-11 17-10 18-12 19-13
45006010	0-1 1-0 2-2 3-2 7-7 8-6 9-6 10-4 10-5 11-8 12-10 13-9 14-11 15-11 18-13 19-13 20-14 20-15 21-16
45006011	0-0 1-2 2-3 3-4 4-11 4-10 5-8 7-13 8-14 8-15 9-12 10-17 11-18 12-19
45006012	0-0 1-1 2-3 2-4 3-2 4-8 5-7 6-9 6-6 8-10 9-10 10-11 10-12 11-11 11-12 12-15 13-13 13-14 14-16
45006013	0-0 1-1 2-2 2-3 3-6 4-5 5-7 5-8 6-9 7-10 8-11 9-12 11-17 12-18 13-18 15-13 15-14 17-19 18-20 18-21 19-24 20-23 21-25 21-26 22-27
